user,value
251,30
114,42
487,21
269,42
451,26
203,18
174,15
3,42
588,18
789,11
387,26
551,34
863,9
722,26
7,3
696,27
703,9
173,40
100,11
255,22
951,11
213,42
486,11
977,44
674,42
949,11
766,25
898,22
165,33
370,14
266,2
662,49
114,11
60,42
471,11
58,11
662,11
530,11
134,11
295,26
690,42
421,42
729,26
761,42
201,13
109,18
180,28
522,26
817,42
287,42
280,11
601,42
82,42
651,42
805,20
231,39
857,11
153,39
91,42
607,42
250,11
225,11
476,40
382,11
939,20
137,10
432,22
405,40
389,27
3,31
643,11
762,44
354,21
124,23
381,26
357,41
650,42
675,39
207,18
980,47
333,41
327,40
339,44
37,20
760,22
591,20
497,11
567,23
17,11
303,16
656,24
608,42
923,42
118,10
804,42
594,11
149,42
283,42
163,25
129,23
646,11
452,21
211,24
716,18
936,11
347,34
311,23
877,11
692,9
342,22
856,11
727,11
141,7
183,42
386,26
829,40
23,22
935,18
637,20
911,26
929,11
560,11
881,41
855,11
805,23
91,23
779,21
992,42
273,25
223,26
16,44
302,40
364,29
374,14
979,42
175,26
618,42
442,20
191,38
288,22
34,45
828,11
297,42
995,21
74,18
131,11
408,33
460,28
965,42
783,11
641,22
573,25
608,34
360,42
149,11
212,6
598,26
44,27
869,31
497,42
699,41
471,41
395,11
687,20
141,11
290,11
31,42
18,40
369,11
943,42
750,42
773,47
497,22
897,21
28,31
628,42
109,27
390,11
850,30
579,11
306,11
18,25
821,42
940,42
546,11
379,9
541,26
719,11
522,9
406,11
398,22
668,11
686,42
66,11
593,11
975,19
751,42
546,42
592,42
818,22
678,9
124,42
763,25
697,11
341,34
371,20
914,20
331,26
219,42
667,30
671,16
295,42
43,41
547,42
451,41
185,42
457,22
370,26
554,27
165,42
407,39
13,16
133,9
755,49
50,36
780,9
916,11
476,37
193,42
668,22
323,27
527,42
406,22
816,26
35,26
73,26
843,11
743,48
161,22
435,11
739,44
764,23
765,34
971,2
847,27
98,42
180,11
248,42
548,1
696,20
571,22
415,42
993,42
990,20
718,27
339,9
765,22
974,11
600,26
764,20
344,47
280,34
585,7
662,11
359,26
571,11
842,27
307,22
477,42
148,42
433,11
66,42
99,45
35,33
800,21
480,42
760,11
38,27
967,42
95,27
469,42
641,11
205,42
152,22
73,18
616,26
661,11
4,11
684,41
565,42
375,18
809,26
508,45
617,34
560,11
77,40
676,11
260,22
715,20
246,11
898,39
254,44
434,32
534,11
828,26
881,42
224,42
797,27
97,40
993,34
303,37
222,11
860,26
649,42
317,11
972,25
192,42
609,42
124,23
29,42
703,25
293,11
72,20
820,34
133,47
934,42
935,34
381,11
839,39
290,11
489,27
756,21
289,21
701,11
240,11
348,23
759,26
376,11
416,26
234,25
559,31
676,42
963,24
695,21
998,31
683,30
995,42
952,34
597,22
301,25
785,41
393,42
295,22
870,41
364,36
340,42
143,42
131,7
778,42
924,31
171,25
668,20
4,21
434,22
395,11
763,14
882,26
829,11
282,17
46,22
205,26
570,42
508,39
468,41
888,47
666,42
488,41
426,11
156,11
189,26
43,22
352,47
46,13
924,18
530,39
120,11
172,22
647,42
706,42
885,11
183,30
629,11
684,28
712,27
936,26
308,22
596,20
520,42
559,11
820,42
395,11
333,26
47,11
588,34
506,11
215,11
865,26
183,34
17,49
295,12
535,13
756,7
865,25
579,42
209,42
56,11
421,11
690,34
744,4
827,25
840,11
329,26
305,22
216,21
324,42
603,11
880,11
5,11
905,26
279,11
921,34
411,23
848,11
114,22
398,28
809,11
17,48
764,41
808,39
929,34
427,26
200,42
649,39
9,42
585,22
888,34
482,39
324,23
63,18
231,31
836,27
152,42
556,26
994,11
907,27
968,44
664,40
57,22
503,27
770,7
928,11
279,22
922,31
620,42
118,40
529,11
613,3
160,6
904,39
772,42
182,26
963,40
825,42
927,26
56,25
218,46
710,26
358,21
100,27
639,22
24,22
813,47
401,39
720,42
876,34
220,42
746,11
548,22
656,11
276,41
611,42
114,11
751,11
529,26
552,42
2,4
285,22
916,41
858,40
487,41
705,26
791,40
494,42
368,34
252,36
714,11
402,41
661,41
791,42
680,42
550,26
842,23
679,40
290,11
918,11
720,22
582,20
692,42
510,42
943,22
198,41
168,22
368,11
480,39
548,42
280,25
694,44
716,27
163,42
581,11
466,33
249,34
294,42
873,9
184,18
387,11
107,26
264,20
493,42
516,18
556,42
627,42
264,44
191,26
710,26
675,11
862,30
704,21
642,42
365,25
353,44
722,42
346,42
670,42
894,11
822,42
944,42
246,26
281,18
535,31
222,11
970,26
653,14
379,26
688,42
563,41
70,47
206,34
133,26
559,40
864,22
83,42
997,44
845,42
574,25
486,11
155,11
708,26
89,31
834,42
751,40
363,11
362,41
226,40
909,25
686,11
884,22
811,42
945,11
176,26
823,34
783,21
365,22
616,40
322,26
907,42
359,11
224,22
96,42
964,44
596,9
948,27
933,42
769,23
433,18
642,42
794,47
859,26
170,22
384,42
743,11
296,40
702,42
274,40
4,42
678,26
891,11
454,22
594,22
951,11
526,48
178,0
997,41
317,42
927,22
489,41
307,22
87,42
181,44
514,11
485,48
375,11
606,21
930,22
854,21
115,42
567,26
681,11
645,42
538,42
959,26
63,20
929,11
545,20
654,23
583,7
465,27
682,26
910,34
830,44
371,44
332,42
233,25
788,44
239,26
320,27
627,7
841,25
805,41
874,11
293,22
275,42
652,11
145,22
847,27
66,22
842,20
123,22
811,42
662,42
697,23
713,42
65,3
532,7
669,24
55,43
919,42
612,11
342,11
952,11
753,20
712,22
78,11
446,39
197,11
866,11
160,41
238,42
235,20
783,42
646,22
295,26
63,23
909,26
421,34
530,26
448,48
990,42
920,11
383,11
30,27
506,22
104,4
244,22
484,42
392,21
670,11
223,42
369,11
51,42
522,11
24,11
644,34
475,22
58,22
133,42
343,42
67,24
746,42
216,38
830,42
686,11
47,21
877,42
334,41
500,39
336,11
498,22
559,42
347,22
863,28
716,42
83,23
574,47
352,34
905,41
793,16
387,39
721,41
247,11
665,22
657,11
376,11
401,26
104,2
343,11
840,41
848,22
164,11
309,34
499,25
973,31
903,42
95,33
667,41
895,25
366,24
281,42
492,11
117,27
629,27
486,31
671,18
368,27
467,26
932,23
613,11
604,40
827,42
848,12
962,11
360,10
708,23
44,14
345,11
873,11
461,27
448,27
108,11
214,42
978,42
140,11
953,11
392,16
268,47
386,27
101,36
338,23
570,22
899,42
13,42
838,42
460,20
936,7
462,22
456,42
141,26
140,11
901,26
890,31
391,26
779,11
956,42
627,19
653,4
559,26
556,42
272,18
920,44
510,39
435,39
201,20
649,2
286,42
474,16
542,11
634,22
695,41
239,42
169,11
723,14
563,13
737,11
229,42
899,20
736,42
635,44
529,42
898,11
268,42
448,11
90,44
871,26
698,42
408,11
352,25
89,42
484,20
877,27
268,22
766,11
733,42
449,11
562,0
322,34
249,16
733,42
918,18
10,23
800,27
388,40
860,42
782,19
52,42
845,42
575,24
358,26
666,24
49,11
857,40
761,25
210,41
383,42
769,11
654,39
764,39
535,34
594,3
749,11
914,42
633,20
852,44
938,11
34,26
907,26
558,11
430,11
663,22
473,11
141,27
850,20
903,47
289,11
20,42
494,11
948,12
762,41
305,14
391,23
95,11
851,9
26,25
957,41
502,41
889,20
642,42
743,11
893,41
405,42
606,42
417,49
718,13
311,20
526,42
469,11
903,11
541,3
565,11
185,21
384,25
837,11
995,7
407,42
211,27
50,25
705,42
633,25
625,22
767,26
493,7
119,42
211,11
188,26
540,23
817,41
378,44
104,17
21,22
731,9
99,42
637,11
67,24
108,11
755,11
745,11
940,11
400,11
452,39
513,26
276,11
421,6
696,23
35,27
2,22
75,26
370,11
81,42
143,16
35,24
139,42
168,42
60,9
218,41
220,23
204,42
732,42
142,11
978,21
273,11
973,42
473,39
161,22
676,20
856,30
530,22
870,41
174,26
498,11
187,25
861,41
626,42
243,22
45,26
559,42
28,20
315,42
678,11
853,11
593,20
415,34
419,11
716,11
935,22
179,34
175,42
120,27
561,42
928,11
54,42
293,21
63,11
620,42
668,11
949,42
784,11
398,11
944,42
439,43
99,11
31,11
911,42
400,42
695,42
757,11
523,42
868,24
720,25
877,34
534,11
733,11
186,26
576,23
882,13
129,42
747,42
906,11
142,22
359,21
0,26
299,42
376,11
58,11
42,26
635,39
871,26
874,25
929,42
700,42
476,22
827,26
745,22
981,40
382,42
107,26
423,9
958,42
789,11
885,18
157,11
303,25
806,22
495,22
881,1
444,11
109,42
720,17
234,14
31,11
775,34
384,39
511,26
261,42
178,11
348,27
534,22
776,22
414,11
429,39
99,39
239,27
180,25
739,11
807,18
974,22
960,22
630,24
108,40
0,42
410,41
757,24
931,22
453,11
949,20
84,11
382,11
568,22
536,11
528,24
270,42
540,42
983,42
261,42
506,11
796,23
918,11
226,41
665,47
945,42
669,42
143,11
578,11
911,42
566,40
28,11
612,39
172,46
67,3
333,16
275,42
538,46
916,28
513,24
78,26
145,26
667,20
856,47
380,22
711,27
177,42
30,11
740,11
832,11
359,27
571,11
154,11
839,11
52,33
486,11
730,11
191,11
974,11
611,42
619,11
142,15
811,22
901,11
205,42
54,11
560,20
25,41
972,11
904,42
356,27
33,3
892,3
723,39
657,25
350,42
629,22
130,22
440,21
504,20
300,14
245,11
663,23
128,21
796,11
783,26
591,37
119,9
371,42
644,26
97,11
580,11
682,42
817,42
122,27
719,48
712,26
728,21
391,32
114,11
491,49
935,33
823,26
355,11
177,42
394,44
313,22
320,11
671,16
513,26
14,44
343,39
238,26
677,11
891,42
103,22
181,42
348,42
413,31
63,42
6,42
474,42
347,42
343,11
651,23
841,20
22,25
506,34
12,6
519,36
134,41
869,42
654,13
646,23
974,26
352,18
31,40
245,22
665,47
525,46
458,17
156,42
714,42
64,11
577,11
982,26
159,3
275,11
116,26
727,26
548,20
513,42
27,21
316,42
106,11
710,20
791,22
936,27
362,42
148,41
340,42
946,20
682,11
641,42
710,44
505,42
313,26
526,24
43,22
848,1
613,11
205,11
523,11
737,11
949,15
379,42
67,39
649,23
791,33
408,25
439,11
560,44
3,28
395,11
621,11
701,27
87,46
242,42
200,11
968,26
844,18
344,42
488,42
911,34
649,13
69,42
214,42
656,42
106,27
723,39
900,22
238,26
561,36
112,27
296,26
882,11
59,11
285,22
989,42
709,26
988,26
186,11
221,11
214,42
678,21
143,42
788,27
440,22
272,11
633,22
188,22
516,20
456,42
708,41
504,11
224,11
442,26
242,22
402,34
727,11
24,11
734,16
527,11
36,22
125,22
644,27
537,11
584,26
175,11
648,2
289,26
880,34
184,27
4,41
168,42
482,40
390,33
648,41
884,22
221,34
205,43
204,42
915,15
168,1
743,11
289,26
412,34
265,42
357,11
975,47
458,42
282,42
490,40
709,26
279,41
699,22
451,20
107,14
551,21
780,42
346,26
58,22
147,26
243,42
830,42
27,43
305,26
475,22
774,16
921,11
250,42
176,42
979,11
835,46
334,11
989,39
945,42
766,34
840,39
819,42
31,11
833,24
779,25
610,42
806,41
586,28
691,22
646,22
393,11
985,22
121,21
646,25
965,42
120,26
786,11
758,27
278,42
663,42
839,22
359,24
679,11
334,42
445,11
36,11
7,34
458,23
140,15
358,11
332,44
698,26
736,41
825,34
704,11
431,26
128,11
809,23
835,25
517,26
580,42
962,42
57,11
818,25
910,26
591,42
765,42
702,42
44,29
803,11
878,11
678,41
723,11
478,8
731,25
61,26
960,11
767,42
825,42
798,18
182,26
321,42
520,42
284,42
335,42
612,25
930,11
726,47
760,26
216,42
79,11
835,11
332,47
230,25
945,26
299,27
271,22
762,40
153,25
700,41
199,40
789,27
535,11
173,22
794,41
352,44
478,27
869,34
340,42
383,11
508,11
680,41
708,44
190,42
251,34
418,26
215,9
569,11
572,23
764,40
255,31
931,22
935,23
295,41
635,2
732,42
604,11
658,40
822,27
760,11
656,42
271,41
50,22
560,11
740,22
463,42
980,34
236,41
843,39
424,34
646,11
164,41
703,27
950,26
911,22
434,41
894,20
836,20
978,26
601,39
418,21
491,20
377,22
195,11
658,41
759,15
250,26
880,24
58,22
447,44
557,42
918,21
783,11
292,42
70,26
358,22
44,30
494,23
396,44
749,42
619,40
144,26
335,3
232,20
341,42
312,41
159,23
78,42
824,42
863,22
353,40
403,3
51,26
930,30
322,11
736,11
894,44
392,15
889,37
604,40
121,42
738,11
559,22
121,23
61,18
505,25
771,22
24,11
491,42
700,42
706,11
121,39
646,11
844,42
330,22
271,42
826,7
326,11
475,27
680,20
693,1
597,30
451,11
85,34
927,11
693,25
94,11
402,42
95,18
232,39
919,41
647,42
561,27
930,11
341,20
878,27
582,21
291,26
39,11
962,42
916,22
712,42
918,11
819,11
956,41
790,21
516,48
929,3
962,42
10,42
348,22
744,42
936,20
44,11
141,26
272,42
31,42
19,11
270,22
648,42
961,26
774,11
149,42
39,42
982,26
445,11
630,24
40,20
279,23
34,11
108,48
235,34
382,44
364,21
653,11
217,11
205,22
684,42
9,11
826,22
256,11
550,42
354,27
276,15
262,41
466,22
524,22
501,11
686,11
158,22
384,22
54,42
806,9
474,42
660,42
188,26
640,42
520,14
624,34
980,13
624,41
693,42
29,11
746,26
707,42
176,11
289,20
758,21
264,10
849,42
804,22
626,11
401,27
654,26
242,22
45,11
897,15
743,42
430,27
263,22
517,11
157,26
521,11
5,11
247,22
856,11
10,11
104,27
249,42
324,7
406,7
522,26
849,22
349,22
340,22
222,11
513,42
874,27
59,11
728,27
658,39
481,11
689,43
781,26
314,11
257,18
500,11
768,22
73,11
771,22
228,25
526,6
438,26
715,11
519,27
6,18
60,44
340,11
204,41
198,11
59,42
311,11
665,27
414,42
861,42
648,39
961,36
801,11
98,42
175,26
718,34
937,42
66,42
520,11
584,11
340,42
31,42
749,11
112,11
809,27
122,27
628,22
640,39
60,11
558,22
249,11
756,41
588,11
961,11
161,26
119,11
71,26
641,44
444,7
416,11
499,20
300,34
160,11
247,41
306,42
45,11
583,22
388,11
921,23
876,11
120,48
31,42
297,7
26,42
854,33
938,34
809,11
771,26
55,27
119,7
370,18
523,42
395,22
372,34
857,27
890,22
827,42
27,1
799,42
175,42
251,48
111,24
81,25
115,40
487,40
173,11
629,20
236,42
775,11
198,25
665,42
373,11
284,11
797,42
345,42
961,42
274,26
975,11
328,27
713,39
574,11
401,22
473,42
382,26
828,41
623,42
292,14
163,42
934,20
165,20
478,11
439,35
775,42
830,11
659,22
689,11
709,34
17,11
792,11
424,42
124,22
35,27
231,26
244,42
251,22
352,34
349,39
978,22
20,27
645,8
995,20
273,34
76,24
555,42
627,11
685,14
785,44
101,27
643,25
284,11
680,21
990,25
200,7
130,11
330,11
949,42
257,42
621,11
182,18
312,20
170,42
312,21
501,42
451,31
629,44
732,33
962,41
919,26
462,42
419,42
182,23
33,11
106,3
525,22
791,11
268,11
866,15
28,42
622,34
946,22
101,23
440,9
89,41
808,9
749,11
336,42
371,42
422,26
295,25
124,20
405,42
821,11
567,11
532,31
140,11
337,11
629,44
237,34
970,11
812,11
326,23
361,11
958,11
310,26
708,27
607,33
144,22
304,11
995,44
975,27
637,42
568,39
39,22
156,11
809,14
225,41
693,27
517,42
285,22
46,32
379,11
883,11
482,42
488,15
661,20
61,22
188,11
253,25
613,34
770,11
758,22
531,22
792,22
449,22
872,34
892,44
778,41
744,22
592,13
28,34
136,11
455,44
276,42
213,11
919,42
875,42
186,11
315,42
684,39
668,41
654,41
758,42
715,36
39,42
723,20
113,42
373,11
65,11
597,42
258,27
177,27
337,47
508,34
896,31
477,26
180,11
198,26
677,34
197,20
330,22
732,39
616,20
899,42
907,1
521,18
356,39
491,11
437,44
73,27
586,22
748,20
790,1
166,9
846,11
395,22
374,42
10,22
753,42
308,11
562,11
30,12
705,11
336,44
962,9
41,11
850,11
921,42
658,34
442,18
353,9
713,44
396,26
748,42
654,7
500,42
498,11
765,11
863,41
637,26
840,16
201,7
510,41
157,42
714,47
26,22
976,41
891,34
287,11
262,42
883,11
459,20
111,22
56,18
914,11
554,39
577,44
25,42
833,16
436,42
254,27
760,42
890,39
938,27
200,11
163,23
37,22
26,11
588,25
572,41
321,41
776,39
356,26
223,42
925,11
173,42
923,39
210,34
661,41
752,11
348,26
419,22
278,27
826,39
673,42
21,42
801,20
586,42
502,11
304,33
906,2
499,22
866,13
265,25
202,33
840,42
361,11
383,27
293,42
340,26
944,33
180,27
805,22
972,11
445,11
186,42
418,20
190,41
757,11
49,20
123,11
38,22
887,31
484,20
530,34
900,42
760,42
208,11
114,26
659,21
237,23
189,11
269,42
387,42
309,26
814,41
336,45
340,48
985,36
994,10
440,41
643,42
894,11
363,11
123,22
99,11
544,11
610,42
590,22
508,39
973,15
788,22
353,26
616,34
837,20
318,11
899,41
752,22
903,39
101,42
353,29
642,16
540,11
230,26
730,11
335,11
314,26
222,11
101,11
943,22
994,14
448,11
876,9
165,42
553,47
430,22
516,10
104,42
124,48
268,11
702,26
683,42
895,22
341,22
961,22
881,26
303,9
15,11
263,36
970,42
718,42
198,42
478,20
429,11
760,11
80,27
327,11
724,7
705,22
17,42
464,44
460,25
518,16
473,11
555,36
865,41
867,11
203,11
638,11
945,18
512,44
157,22
495,18
965,11
21,11
268,14
999,42
982,7
954,39
567,21
475,42
790,18
537,42
656,41
850,42
779,21
49,34
916,25
278,11
108,11
247,41
887,18
622,42
82,14
910,33
829,26
368,42
739,34
887,42
335,11
464,42
153,13
468,24
797,23
234,26
618,25
654,11
639,11
821,25
962,27
43,18
388,39
893,42
526,11
59,27
818,22
865,25
649,22
506,26
921,11
757,3
808,22
932,23
376,11
121,11
865,26
610,25
514,9
570,48
140,41
782,42
822,41
762,42
948,27
806,11
23,39
748,22
579,42
90,41
771,42
271,42
509,11
10,42
44,44
150,22
80,9
5,21
476,22
744,41
153,26
716,11
368,27
71,11
328,24
22,37
693,42
364,42
617,27
373,11
288,47
356,42
326,31
777,42
687,22
813,27
638,11
785,22
455,25
735,11
458,11
710,26
865,11
613,26
342,20
115,11
230,11
203,1
572,24
119,42
21,22
589,11
836,41
443,18
237,42
291,29
856,25
961,11
83,18
591,41
16,42
164,42
335,25
652,34
246,22
520,42
872,31
34,11
368,42
437,40
53,34
396,18
955,14
812,42
355,40
692,42
777,42
138,2
179,22
514,42
543,42
98,11
642,42
793,11
462,27
65,23
840,42
758,40
872,11
759,42
942,26
567,25
70,42
461,11
717,27
862,22
751,14
970,11
524,44
295,41
688,42
111,14
688,31
249,42
224,34
769,41
815,22
485,11
351,9
776,11
722,16
589,34
197,44
992,25
684,42
531,42
530,42
208,8
482,44
226,41
20,44
277,25
263,25
245,40
755,27
176,42
674,7
839,11
189,22
532,40
300,11
689,20
902,29
462,18
697,26
410,41
255,11
361,42
970,20
252,42
179,25
52,42
812,42
511,30
508,42
38,20
685,9
426,18
775,25
797,11
494,37
192,11
235,22
987,11
886,26
805,26
22,35
920,42
199,11
887,25
413,39
264,11
162,36
623,42
571,42
60,42
295,27
829,26
235,41
863,42
246,22
71,25
128,22
38,42
795,47
134,43
497,41
624,44
605,20
614,11
371,11
599,41
719,26
21,40
949,18
946,42
471,11
63,27
998,42
472,42
318,11
961,41
990,25
945,24
146,11
836,42
399,40
420,44
488,42
796,18
139,11
257,11
418,11
498,11
480,36
145,20
500,27
113,9
91,48
954,11
529,26
13,39
511,41
421,26
542,42
967,42
156,11
43,42
475,34
854,41
118,26
304,11
604,22
817,26
248,42
635,11
872,26
698,26
754,34
626,26
408,11
909,14
440,11
480,41
438,11
284,42
838,26
478,42
506,11
201,34
708,26
134,24
684,27
15,11
149,41
807,22
253,42
370,11
20,18
643,11
819,18
79,33
866,11
570,42
116,22
552,11
600,18
770,39
643,42
762,39
240,25
718,34
820,26
290,18
205,11
470,25
282,27
586,23
557,14
16,42
161,34
861,42
969,22
118,9
402,41
588,26
228,41
381,26
157,11
310,42
450,42
47,23
138,26
796,26
831,31
477,26
879,42
652,33
838,26
494,19
830,42
256,39
43,3
977,21
216,39
501,11
927,42
34,44
675,20
29,21
413,21
403,20
330,23
929,22
173,42
239,25
131,42
565,27
57,44
835,20
790,23
914,8
428,42
657,42
366,11
100,48
793,42
716,11
379,17
282,24
276,34
415,31
729,11
265,27
565,43
700,11
775,45
645,3
450,26
80,42
686,40
43,33
884,41
333,26
607,11
397,11
265,47
696,42
254,42
513,27
879,11
369,42
884,26
66,44
565,42
960,42
627,42
728,19
958,33
434,34
253,34
565,42
176,42
59,11
456,27
700,42
954,22
799,22
434,20
894,11
476,22
270,31
306,11
515,41
297,11
288,26
131,44
449,44
575,11
179,22
393,21
557,42
868,11
476,41
175,26
716,26
285,42
881,32
222,40
329,42
409,22
156,22
99,3
749,42
969,0
120,25
230,19
194,39
518,22
788,24
172,26
610,22
538,39
535,22
79,41
341,13
178,11
981,11
862,39
941,11
125,18
170,25
88,39
317,11
480,29
557,26
242,27
764,42
862,22
177,22
617,27
722,9
317,11
350,11
303,11
128,25
934,33
479,42
155,39
750,23
623,11
747,34
330,26
960,11
759,11
577,20
691,11
722,22
319,11
298,40
113,41
571,11
939,18
46,23
891,26
902,11
376,26
716,25
479,11
418,27
515,23
176,42
913,20
960,41
207,11
734,10
705,21
987,27
635,11
203,11
893,23
870,42
677,22
436,42
347,46
390,18
565,41
3,41
81,15
339,27
165,42
624,42
284,26
976,39
484,22
637,11
329,42
555,26
346,22
939,35
940,42
278,28
132,18
887,11
499,9
956,34
234,37
931,34
758,40
490,26
188,11
90,22
829,42
507,8
640,18
434,39
835,22
336,22
887,42
386,44
102,48
489,11
521,11
52,42
501,26
678,47
703,42
240,25
560,20
674,42
67,11
32,11
212,34
234,44
493,41
974,42
814,11
206,42
966,16
137,18
671,39
85,9
686,7
229,26
254,44
935,25
729,3
838,35
12,42
824,18
182,42
145,42
186,26
268,42
436,11
671,42
557,40
903,26
954,22
777,42
499,11
311,18
286,41
406,11
890,42
154,11
502,11
834,26
656,22
124,9
393,27
676,42
604,11
134,40
261,22
83,33
322,21
188,39
829,11
732,26
283,34
158,42
245,11
459,40
961,11
548,26
637,32
581,42
624,42
748,42
364,11
639,42
842,22
628,42
933,44
118,26
250,20
633,25
420,25
21,31
992,42
881,25
331,42
198,40
153,18
407,24
741,42
554,41
391,42
775,11
819,42
97,20
604,42
597,15
610,18
356,42
799,27
600,11
469,41
879,11
82,41
718,32
364,22
722,11
727,15
594,42
244,42
774,11
168,40
888,42
156,11
234,39
709,22
519,11
69,29
457,44
712,11
756,18
926,42
404,11
622,21
616,27
602,42
700,11
233,21
79,42
730,41
654,41
182,42
723,22
142,26
708,11
746,42
380,27
693,11
607,40
49,11
154,11
467,22
714,42
781,18
382,40
546,11
276,42
873,22
418,33
280,18
660,11
845,42
13,18
116,42
481,42
85,42
559,42
956,22
127,23
787,42
129,26
365,42
808,22
263,11
461,42
139,41
820,22
355,22
873,40
500,25
358,42
749,41
910,2
90,23
728,15
966,7
412,7
701,11
90,34
339,11
385,23
651,23
819,18
138,11
699,27
459,22
826,42
87,25
343,24
99,42
8,22
924,25
91,32
642,42
961,42
198,22
218,23
364,28
0,39
968,11
565,11
270,14
273,14
630,14
452,43
534,11
70,27
404,18
718,42
255,23
387,44
76,41
78,39
545,41
460,21
39,11
857,20
976,20
14,22
982,26
790,22
358,11
788,25
153,42
505,42
528,48
711,44
743,11
691,35
220,42
315,26
397,47
963,41
844,18
26,11
398,26
632,42
879,42
164,42
575,26
394,11
766,11
810,42
46,11
245,41
996,11
510,11
62,25
351,41
605,22
694,1
818,34
112,23
844,27
176,23
873,11
547,26
132,25
134,26
165,11
596,39
977,26
934,27
662,26
100,26
236,34
90,42
641,42
752,21
501,36
199,11
544,40
835,34
701,22
765,11
241,22
119,2
914,39
477,26
975,25
655,39
73,26
658,11
828,25
943,7
924,22
428,26
306,15
689,42
437,41
848,42
545,47
607,11
872,42
411,18
832,20
892,11
519,27
670,42
145,42
393,15
413,46
402,42
217,47
301,18
832,18
625,34
243,34
303,25
946,11
45,42
531,21
287,39
47,33
576,27
698,39
11,11
39,26
605,11
934,11
235,41
571,26
797,21
801,22
700,11
189,11
648,42
75,12
713,40
363,18
627,42
75,22
804,25
882,11
398,39
795,42
873,22
966,42
727,11
98,26
376,25
102,11
826,26
865,22
533,25
68,33
554,42
363,27
835,20
498,31
481,22
831,11
32,26
530,42
832,42
642,42
249,42
242,22
313,41
755,34
745,11
220,23
107,46
554,40
858,11
281,22
540,28
487,39
634,25
130,2
385,47
105,27
723,42
582,22
19,27
462,18
954,11
819,42
561,39
410,39
354,22
740,22
20,42
819,11
792,26
498,20
998,34
635,20
153,11
307,13
43,42
879,11
236,9
448,22
441,11
678,26
820,11
807,22
768,30
96,41
107,41
788,42
579,11
820,27
451,30
428,42
231,42
89,15
471,16
435,42
801,42
850,11
221,22
575,20
147,42
635,41
607,42
648,22
383,25
178,20
773,41
894,42
960,47
185,42
14,23
167,44
468,20
934,26
65,26
160,41
496,25
42,30
187,42
563,22
374,23
203,26
257,9
702,25
383,11
468,39
622,42
83,42
202,11
307,26
549,34
953,1
775,41
803,18
408,23
357,16
990,42
720,47
685,26
272,22
118,27
348,42
243,11
979,42
19,1
942,1
257,42
107,11
306,40
902,21
496,42
381,27
205,42
458,9
141,42
195,42
686,42
92,27
397,26
298,47
773,22
118,11
809,43
537,6
605,22
474,18
119,11
575,42
218,42
946,6
40,44
557,22
457,24
580,22
264,26
905,39
421,42
639,20
951,11
66,27
655,42
333,22
998,26
874,26
82,34
160,40
676,34
360,23
400,25
882,22
990,11
917,11
299,11
118,25
823,49
436,26
67,22
924,34
663,11
855,11
560,23
966,11
911,22
814,27
680,41
497,26
915,48
590,11
746,41
520,11
784,34
59,42
908,15
139,42
980,34
190,26
623,41
679,11
285,42
767,44
401,27
287,33
566,26
281,30
110,11
478,12
480,42
286,11
116,42
485,42
64,11
836,20
155,22
756,11
839,42
340,44
411,41
697,46
314,36
624,20
789,39
820,42
538,42
93,11
649,42
85,11
457,42
330,41
521,22
425,42
678,22
56,11
329,28
164,49
239,11
68,44
167,23
759,42
651,48
67,26
84,2
140,33
211,11
365,42
181,23
540,34
400,11
615,42
911,22
367,21
422,11
599,34
606,42
326,27
194,18
609,42
400,18
413,26
328,14
453,11
665,26
109,42
439,21
13,11
896,1
463,42
731,11
234,21
898,21
967,42
559,11
396,42
143,11
640,45
16,42
533,26
686,42
646,15
994,26
402,23
674,34
480,26
230,6
647,9
188,26
898,26
450,44
989,11
850,6
141,22
729,22
970,42
78,22
117,39
419,48
976,20
476,11
798,42
64,25
347,12
306,11
468,25
83,44
822,11
264,11
787,41
588,42
753,39
511,6
396,42
410,42
252,32
722,33
961,26
841,23
308,7
832,11
163,42
58,11
365,42
165,42
960,3
843,11
121,42
684,26
373,42
127,34
419,32
840,20
975,41
88,26
614,11
83,42
171,39
609,18
364,21
784,11
937,44
306,26
574,42
76,35
765,11
905,31
392,42
460,23
64,22
459,26
931,42
888,20
100,44
727,26
358,11
657,27
461,27
890,40
791,9
604,9
519,42
207,23
294,24
798,22
12,26
640,26
558,34
225,21
610,42
88,7
986,11
834,22
872,22
256,22
475,42
292,41
325,11
699,11
200,11
841,11
339,42
843,26
183,35
311,42
394,11
548,42
478,47
509,34
781,11
985,22
93,21
530,11
915,44
749,42
347,39
645,42
404,26
297,11
449,18
835,39
147,26
229,23
300,30
195,27
666,11
763,27
476,22
68,22
694,27
198,15
896,23
156,20
335,11
484,20
471,40
669,26
817,41
309,47
470,26
440,22
218,22
141,22
73,11
265,33
583,25
664,18
133,11
199,26
921,21
463,22
692,22
960,42
617,42
248,22
101,11
976,27
842,44
405,11
715,25
816,13
14,20
364,42
578,11
472,20
147,42
837,11
129,22
713,23
124,36
866,20
935,18
739,23
856,2
152,11
567,42
762,39
857,34
219,11
706,11
648,39
509,11
323,42
196,42
691,11
548,20
12,42
131,11
997,11
623,42
813,26
8,42
502,11
862,15
323,22
791,11
688,11
764,11
967,26
476,26
573,42
865,26
735,41
623,41
327,20
229,7
691,22
166,21
217,42
876,20
677,42
166,11
78,22
770,7
260,15
813,9
314,2
674,42
311,27
